,date,state,fips,cases,deaths,Case_Difference,Daily_PCT_Increase
43,2020-02-03,California,6,6,0,0.0,0.0
38,2020-02-02,California,6,6,0,3.0,1.0
33,2020-02-01,California,6,3,0,0.0,0.0
29,2020-01-31,California,6,3,0,1.0,0.5
25,2020-01-30,California,6,2,0,0.0,0.0
21,2020-01-29,California,6,2,0,0.0,0.0
17,2020-01-28,California,6,2,0,0.0,0.0
13,2020-01-27,California,6,2,0,0.0,0.0
9,2020-01-26,California,6,2,0,1.0,1.0
2725,2020-04-21,Arkansas,5,2262,43,291.0,0.14764079147640796
2669,2020-04-20,Arkansas,5,1971,42,190.0,0.10668163952835497
2613,2020-04-19,Arkansas,5,1781,39,4.0,0.0022509848058525073
2557,2020-04-18,Arkansas,5,1777,38,82.0,0.048377581120943924
2501,2020-04-17,Arkansas,5,1695,37,75.0,0.04629629629629628
2445,2020-04-16,Arkansas,5,1620,37,21.0,0.013133208255159401
2389,2020-04-15,Arkansas,5,1599,34,101.0,0.06742323097463276
2333,2020-04-14,Arkansas,5,1498,32,23.0,0.015593220338983027
2277,2020-04-13,Arkansas,5,1475,30,195.0,0.15234375
2221,2020-04-12,Arkansas,5,1280,27,52.0,0.04234527687296419
2165,2020-04-11,Arkansas,5,1228,25,26.0,0.021630615640598982
2109,2020-04-10,Arkansas,5,1202,24,56.0,0.048865619546247796
2053,2020-04-09,Arkansas,5,1146,21,69.0,0.06406685236768794
1997,2020-04-08,Arkansas,5,1077,18,80.0,0.08024072216649958
1942,2020-04-07,Arkansas,5,997,18,70.0,0.0755124056094929
1887,2020-04-06,Arkansas,5,927,16,74.0,0.08675263774912079
1832,2020-04-05,Arkansas,5,853,16,110.0,0.14804845222072682
1777,2020-04-04,Arkansas,5,743,14,5.0,0.006775067750677488
1722,2020-04-03,Arkansas,5,738,12,55.0,0.08052708638360184
1667,2020-04-02,Arkansas,5,683,12,59.0,0.09455128205128216
1612,2020-04-01,Arkansas,5,624,10,60.0,0.1063829787234043
1557,2020-03-31,Arkansas,5,564,8,56.0,0.11023622047244097
1502,2020-03-30,Arkansas,5,508,7,59.0,0.1314031180400892
1447,2020-03-29,Arkansas,5,449,6,40.0,0.097799511002445
1392,2020-03-28,Arkansas,5,409,5,23.0,0.059585492227979264
1338,2020-03-27,Arkansas,5,386,3,35.0,0.09971509971509973
1284,2020-03-26,Arkansas,5,351,3,43.0,0.13961038961038952
1230,2020-03-25,Arkansas,5,308,2,76.0,0.3275862068965518
1176,2020-03-24,Arkansas,5,232,2,31.0,0.1542288557213931
1122,2020-03-23,Arkansas,5,201,0,36.0,0.21818181818181825
1068,2020-03-22,Arkansas,5,165,0,47.0,0.39830508474576276
1014,2020-03-21,Arkansas,5,118,0,18.0,0.17999999999999994
960,2020-03-20,Arkansas,5,100,0,38.0,0.6129032258064515
906,2020-03-19,Arkansas,5,62,0,29.0,0.8787878787878789
852,2020-03-18,Arkansas,5,33,0,11.0,0.5
798,2020-03-17,Arkansas,5,22,0,0.0,0.0
745,2020-03-16,Arkansas,5,22,0,6.0,0.375
692,2020-03-15,Arkansas,5,16,0,7.0,0.7777777777777777
640,2020-03-14,Arkansas,5,9,0,2.0,0.2857142857142858
589,2020-03-13,Arkansas,5,7,0,1.0,0.16666666666666674
541,2020-03-12,Arkansas,5,6,0,5.0,5.0
2724,2020-04-21,Arizona,4,5251,213,187.0,0.036927330173775585
2668,2020-04-20,Arizona,4,5064,191,135.0,0.027388922702373808
2612,2020-04-19,Arizona,4,4929,188,210.0,0.04450095359186279
2556,2020-04-18,Arizona,4,4719,181,212.0,0.04703794098069669
2500,2020-04-17,Arizona,4,4507,174,273.0,0.06447803495512527
2444,2020-04-16,Arizona,4,4234,152,272.0,0.0686521958606765
2388,2020-04-15,Arizona,4,3962,142,156.0,0.04098791382028377
2332,2020-04-14,Arizona,4,3806,131,104.0,0.0280929227444624
2276,2020-04-13,Arizona,4,3702,122,163.0,0.04605820853348397
2220,2020-04-12,Arizona,4,3539,117,146.0,0.04302976716769824
2164,2020-04-11,Arizona,4,3393,112,281.0,0.09029562982005146
2108,2020-04-10,Arizona,4,3112,97,94.0,0.031146454605699203
2052,2020-04-09,Arizona,4,3018,89,292.0,0.10711665443873808
1996,2020-04-08,Arizona,4,2726,80,151.0,0.05864077669902912
1941,2020-04-07,Arizona,4,2575,77,110.0,0.04462474645030423
1886,2020-04-06,Arizona,4,2465,67,196.0,0.08638166593212859
1831,2020-04-05,Arizona,4,2269,64,250.0,0.12382367508667658
1776,2020-04-04,Arizona,4,2019,53,250.0,0.14132278123233455
1721,2020-04-03,Arizona,4,1769,41,169.0,0.10562500000000008
1666,2020-04-02,Arizona,4,1600,35,187.0,0.132342533616419
1611,2020-04-01,Arizona,4,1413,29,115.0,0.08859784283513106
1556,2020-03-31,Arizona,4,1298,24,129.0,0.11035072711719418
1501,2020-03-30,Arizona,4,1169,20,240.0,0.2583423035522068
1446,2020-03-29,Arizona,4,929,18,156.0,0.20181112548512292
1391,2020-03-28,Arizona,4,773,15,108.0,0.1624060150375939
1337,2020-03-27,Arizona,4,665,15,157.0,0.3090551181102361
1283,2020-03-26,Arizona,4,508,8,106.0,0.263681592039801
1229,2020-03-25,Arizona,4,402,6,76.0,0.2331288343558282
1175,2020-03-24,Arizona,4,326,6,92.0,0.3931623931623931
1121,2020-03-23,Arizona,4,234,2,81.0,0.5294117647058822
1067,2020-03-22,Arizona,4,153,2,49.0,0.47115384615384626
1013,2020-03-21,Arizona,4,104,1,34.0,0.48571428571428577
959,2020-03-20,Arizona,4,70,1,23.0,0.4893617021276595
905,2020-03-19,Arizona,4,47,0,19.0,0.6785714285714286
851,2020-03-18,Arizona,4,28,0,8.0,0.3999999999999999
797,2020-03-17,Arizona,4,20,0,2.0,0.11111111111111116
744,2020-03-16,Arizona,4,18,0,5.0,0.3846153846153846
691,2020-03-15,Arizona,4,13,0,1.0,0.08333333333333326
639,2020-03-14,Arizona,4,12,0,3.0,0.33333333333333326
588,2020-03-13,Arizona,4,9,0,0.0,0.0
540,2020-03-12,Arizona,4,9,0,0.0,0.0
494,2020-03-11,Arizona,4,9,0,3.0,0.5
455,2020-03-10,Arizona,4,6,0,0.0,0.0
418,2020-03-09,Arizona,4,6,0,1.0,0.19999999999999996
383,2020-03-08,Arizona,4,5,0,0.0,0.0
350,2020-03-07,Arizona,4,5,0,2.0,0.6666666666666667
322,2020-03-06,Arizona,4,3,0,1.0,0.5
301,2020-03-05,Arizona,4,2,0,0.0,0.0
284,2020-03-04,Arizona,4,2,0,0.0,0.0
268,2020-03-03,Arizona,4,2,0,1.0,1.0
253,2020-03-02,Arizona,4,1,0,0.0,0.0
240,2020-03-01,Arizona,4,1,0,0.0,0.0
230,2020-02-29,Arizona,4,1,0,0.0,0.0
220,2020-02-28,Arizona,4,1,0,0.0,0.0
211,2020-02-27,Arizona,4,1,0,0.0,0.0
202,2020-02-26,Arizona,4,1,0,0.0,0.0
193,2020-02-25,Arizona,4,1,0,0.0,0.0
185,2020-02-24,Arizona,4,1,0,0.0,0.0
177,2020-02-23,Arizona,4,1,0,0.0,0.0
169,2020-02-22,Arizona,4,1,0,0.0,0.0
161,2020-02-21,Arizona,4,1,0,0.0,0.0
153,2020-02-20,Arizona,4,1,0,0.0,0.0
145,2020-02-19,Arizona,4,1,0,0.0,0.0
137,2020-02-18,Arizona,4,1,0,0.0,0.0
129,2020-02-17,Arizona,4,1,0,0.0,0.0
122,2020-02-16,Arizona,4,1,0,0.0,0.0
115,2020-02-15,Arizona,4,1,0,0.0,0.0
108,2020-02-14,Arizona,4,1,0,0.0,0.0
101,2020-02-13,Arizona,4,1,0,0.0,0.0
94,2020-02-12,Arizona,4,1,0,0.0,0.0
88,2020-02-11,Arizona,4,1,0,0.0,0.0
82,2020-02-10,Arizona,4,1,0,0.0,0.0
76,2020-02-09,Arizona,4,1,0,0.0,0.0
70,2020-02-08,Arizona,4,1,0,0.0,0.0
64,2020-02-07,Arizona,4,1,0,0.0,0.0
58,2020-02-06,Arizona,4,1,0,0.0,0.0
52,2020-02-05,Arizona,4,1,0,0.0,0.0
47,2020-02-04,Arizona,4,1,0,0.0,0.0
42,2020-02-03,Arizona,4,1,0,0.0,0.0
37,2020-02-02,Arizona,4,1,0,0.0,0.0
32,2020-02-01,Arizona,4,1,0,0.0,0.0
28,2020-01-31,Arizona,4,1,0,0.0,0.0
24,2020-01-30,Arizona,4,1,0,0.0,0.0
20,2020-01-29,Arizona,4,1,0,0.0,0.0
16,2020-01-28,Arizona,4,1,0,0.0,0.0
12,2020-01-27,Arizona,4,1,0,0.0,0.0
2722,2020-04-21,Alaska,2,327,7,8.0,0.02507836990595602
2666,2020-04-20,Alaska,2,319,7,2.0,0.006309148264984188
2610,2020-04-19,Alaska,2,317,7,5.0,0.01602564102564097
2554,2020-04-18,Alaska,2,312,7,5.0,0.016286644951140072
2498,2020-04-17,Alaska,2,307,7,9.0,0.030201342281879207
2442,2020-04-16,Alaska,2,298,7,7.0,0.02405498281786933
2386,2020-04-15,Alaska,2,291,7,8.0,0.028268551236749095
2330,2020-04-14,Alaska,2,283,7,8.0,0.029090909090909056
2274,2020-04-13,Alaska,2,275,6,5.0,0.0185185185185186
2218,2020-04-12,Alaska,2,270,6,15.0,0.05882352941176472
2162,2020-04-11,Alaska,2,255,6,11.0,0.04508196721311486
2106,2020-04-10,Alaska,2,244,5,11.0,0.047210300429184615
2050,2020-04-09,Alaska,2,233,5,9.0,0.0401785714285714
1995,2020-04-08,Alaska,2,224,5,13.0,0.06161137440758302
1940,2020-04-07,Alaska,2,211,4,22.0,0.1164021164021165
1885,2020-04-06,Alaska,2,189,4,4.0,0.021621621621621623
1830,2020-04-05,Alaska,2,185,4,16.0,0.09467455621301779
1775,2020-04-04,Alaska,2,169,3,13.0,0.08333333333333326
1720,2020-04-03,Alaska,2,156,2,10.0,0.06849315068493156
1665,2020-04-02,Alaska,2,146,2,3.0,0.020979020979021046
1610,2020-04-01,Alaska,2,143,2,10.0,0.07518796992481214
1555,2020-03-31,Alaska,2,133,2,14.0,0.11764705882352944
1500,2020-03-30,Alaska,2,119,2,5.0,0.04385964912280693
1445,2020-03-29,Alaska,2,114,1,12.0,0.11764705882352944
1390,2020-03-28,Alaska,2,102,1,17.0,0.19999999999999996
1336,2020-03-27,Alaska,2,85,1,16.0,0.2318840579710144
1282,2020-03-26,Alaska,2,69,0,10.0,0.1694915254237288
1228,2020-03-25,Alaska,2,59,0,17.0,0.40476190476190466
1174,2020-03-24,Alaska,2,42,0,6.0,0.16666666666666674
1120,2020-03-23,Alaska,2,36,0,14.0,0.6363636363636365
1066,2020-03-22,Alaska,2,22,0,1.0,0.04761904761904767
1012,2020-03-21,Alaska,2,21,0,7.0,0.5
958,2020-03-20,Alaska,2,14,0,2.0,0.16666666666666674
904,2020-03-19,Alaska,2,12,0,3.0,0.33333333333333326
850,2020-03-18,Alaska,2,9,0,3.0,0.5
796,2020-03-17,Alaska,2,6,0,3.0,1.0
743,2020-03-16,Alaska,2,3,0,2.0,2.0
690,2020-03-15,Alaska,2,1,0,0.0,0.0
638,2020-03-14,Alaska,2,1,0,0.0,0.0
587,2020-03-13,Alaska,2,1,0,0.0,0.0
2721,2020-04-21,Alabama,1,5327,186,249.0,0.04903505317053969
2665,2020-04-20,Alabama,1,5078,164,175.0,0.03569243320416082
2609,2020-04-19,Alabama,1,4903,160,180.0,0.03811136989201769
2553,2020-04-18,Alabama,1,4723,147,151.0,0.033027121609798815
2497,2020-04-17,Alabama,1,4572,151,168.0,0.038147138964577554
2441,2020-04-16,Alabama,1,4404,137,163.0,0.03843433152558351
2385,2020-04-15,Alabama,1,4241,123,288.0,0.07285605868960277
2329,2020-04-14,Alabama,1,3953,114,148.0,0.03889618922470439
2273,2020-04-13,Alabama,1,3805,104,222.0,0.06195925202344399
2217,2020-04-12,Alabama,1,3583,93,321.0,0.09840588595953403
2161,2020-04-11,Alabama,1,3262,93,254.0,0.08444148936170204
2105,2020-04-10,Alabama,1,3008,80,170.0,0.0599013389711065
2049,2020-04-09,Alabama,1,2838,78,339.0,0.13565426170468187
1994,2020-04-08,Alabama,1,2499,67,302.0,0.1374601729631315
1939,2020-04-07,Alabama,1,2197,64,191.0,0.09521435692921232
1884,2020-04-06,Alabama,1,2006,53,165.0,0.08962520369364468
1829,2020-04-05,Alabama,1,1841,45,208.0,0.12737293325168397
1774,2020-04-04,Alabama,1,1633,44,98.0,0.063843648208469
1719,2020-04-03,Alabama,1,1535,38,265.0,0.20866141732283472
1664,2020-04-02,Alabama,1,1270,32,164.0,0.14828209764918632
1609,2020-04-01,Alabama,1,1106,28,107.0,0.10710710710710702
1554,2020-03-31,Alabama,1,999,13,52.0,0.05491024287222812
1499,2020-03-30,Alabama,1,947,11,117.0,0.14096385542168677
1444,2020-03-29,Alabama,1,830,5,110.0,0.15277777777777768
1389,2020-03-28,Alabama,1,720,4,81.0,0.12676056338028174
1335,2020-03-27,Alabama,1,639,4,101.0,0.18773234200743505
1281,2020-03-26,Alabama,1,538,3,152.0,0.3937823834196892
1227,2020-03-25,Alabama,1,386,1,144.0,0.5950413223140496
1173,2020-03-24,Alabama,1,242,0,46.0,0.23469387755102034
1119,2020-03-23,Alabama,1,196,0,39.0,0.24840764331210186
1065,2020-03-22,Alabama,1,157,0,26.0,0.1984732824427482
1011,2020-03-21,Alabama,1,131,0,25.0,0.23584905660377364
957,2020-03-20,Alabama,1,106,0,28.0,0.35897435897435903
903,2020-03-19,Alabama,1,78,0,27.0,0.5294117647058822
849,2020-03-18,Alabama,1,51,0,12.0,0.3076923076923077
795,2020-03-17,Alabama,1,39,0,10.0,0.3448275862068966
742,2020-03-16,Alabama,1,29,0,6.0,0.26086956521739135
689,2020-03-15,Alabama,1,23,0,11.0,0.9166666666666667
